weight_index,fold0
0,0.37206832640577164
1,-0.08799835755996385
2,0.008287478645451056
3,0.15190479391816541
4,-0.1156026425674402
5,-0.06193146572099249
6,0.060134070620878846
7,0.06554747956013739
8,-0.20192750055242878
9,-0.13011198576119848
10,0.08764200103230903
11,-0.08306171266411894
12,0.04359139088098945
13,-0.02149221628431312
14,-0.09944321325658304
15,0.03988622621595528
16,-0.13557127906542885
17,0.10005089443129411
18,0.00020531195180964142
19,-0.10333980376168637
20,0.14673253006916806
21,0.04759166440923901
22,-0.3057129879667521
23,-0.03999530314607713
24,-0.02706028497309858
25,0.022068151720667572
26,0.058192095753442925
27,0.01845207150133764
28,0.03138313934251747
29,-0.15861423099718122
30,-0.11437497796022385
31,0.0936249448333219
32,0.07465903041397766
33,0.01811049347713323
34,0.19037718926525804
35,-0.03874537967207753
36,-0.028170231317046206
37,0.027143860811593062
38,0.054366816933420145
39,0.1893199555974846
40,0.20448451472378035
41,-0.05477384231984573
42,-0.10496065635546403
43,-0.006084575786843671
44,0.000614343409969829
45,-0.2637458346461241
46,-0.029835294719376886
47,-0.011324129497987613
48,0.0542236149977413
49,-0.1780643348211442
50,-0.0563675028399308
51,0.11794688181844122
52,-0.14308355200640466
53,0.03623063198296707
54,0.0018714669169687173
55,-0.04454617470248774
56,0.02545536290056622
57,-0.012312716109608676
58,-0.057277990825562834
59,0.1324871409968934
60,-0.02351626822209394
61,-0.016555861255931534
62,-0.16085784712866485
63,-0.11209351182934008
64,-0.041274968361011084
65,0.42058788416002607
66,-0.14150341079474452
67,-0.08950961138209841
68,-0.24498731791981845
69,0.13364889496630955
70,0.10775009163170726
71,0.012604280647841895
72,0.2166133752073001
73,-0.03218201868766856
74,0.12960710014888202
75,0.05676851063529808
76,-0.07005553645041292
77,-0.002610009452909629
78,0.034652587644239695
79,-0.005765530350696172
80,-0.18305283730474115
81,0.08235429245746129
82,0.06875336283367167
83,-0.21630677854863098
84,0.02967940538375536
85,0.009860180714890433
86,0.19882997627181648
87,0.05810037439933984
88,-0.04822982205146357
89,-0.09509748070812442
90,0.1284720209900698
91,0.1773654267390415
92,0.09353880205076401
93,0.003973218010595751
94,-0.013823944156359425
95,0.010405209562293159
96,0.029672074444744116
97,0.13717601620832667
98,-0.05408574587306395
99,0.12695434622570836
100,0.15056831685652253
101,-0.0906854927445313
102,0.060531232065937114
103,0.07874670390549149
104,-0.04825219456562299
105,-0.03752318656879737
106,-0.02946718477015091
107,0.019963004964110048
108,-0.002011490621813456
109,0.062291855120822595
110,-0.01791232853384272
111,-0.1351638488586602
112,0.014674706210850751
113,0.004719474452042872
114,0.0513331447237987
115,0.019901625668209244
116,-0.04062040010677889
117,0.04635648958579555
118,0.09389683021372537
119,-0.011765566416432938
120,0.011924005137844949
121,0.037034732210399816
122,-0.08407411253040617
