weight_index,fold0
0,0.1625109906162283
1,-0.05890838938139864
2,0.03431564935031394
3,0.15152503997148406
4,-0.09861939049976297
5,-0.05755199058409734
6,0.05829842122527887
7,0.021108972358630827
8,-0.12873267187284054
9,-0.07439800147870529
10,0.0938609058593313
11,-0.059003464064200165
12,0.04350075388575653
13,0.028530671047628454
14,-0.050290525677315394
15,0.033149824500575645
16,-0.11150485370037226
17,0.08349078908238197
18,0.014560361058484895
19,-0.08876170556000003
20,0.05423099255886878
21,-0.013891208972666337
22,-0.14529445184873685
23,-0.03290301353940339
24,-0.02477922143806017
25,0.02462002894724926
26,0.056287574907951124
27,0.016566058875478722
28,-0.0011477466787532765
29,-0.12072531729470562
30,-0.0850505399278203
31,0.06732438604982627
32,0.047143264775273135
33,0.007180507072413208
34,0.128361445535203
35,-0.03355372449579587
36,-0.019811727253474833
37,0.02689784279242956
38,0.035085675524228206
39,0.12866302002248944
40,0.13720048728979722
41,-0.04723357342112353
42,-0.019741957741948316
43,0.02924178771762162
44,-0.048699727066857094
45,-0.15259719987793846
46,-0.03654933067547018
47,-0.015001798673348936
48,0.02844339170899634
49,-0.13568504670838097
50,-0.022796440682040075
51,0.13702859332444473
52,-0.10054154188576517
53,0.033493638361415265
54,-0.009908566508014685
55,-0.02978294533452122
56,0.015611987835584727
57,-0.011030939773589954
58,-0.010224655954987116
59,0.0540140352170426
60,0.023647317830406266
61,0.013163233683899711
62,-0.11202134339732886
63,-0.07871450091565338
64,-0.046793071501738864
65,0.18741903656233352
66,-0.057823829390738636
67,-0.0012321162291175347
68,-0.10531110914958496
69,0.10192127415380411
70,0.09227450333909579
71,0.006271917190276849
72,0.1771034945388336
73,-0.042359126452143125
74,0.03754051465465188
75,0.05849476729211709
76,-0.0582188431161133
77,0.0034385723964843627
78,0.037844160158319116
79,-0.004833132829292551
80,-0.08265315544688863
81,0.023141197517690143
82,0.03971188072898884
83,-0.17752384448446165
84,0.02954864405025686
85,0.033777597018684255
86,0.12553437918809227
87,0.06403552752541831
88,-0.035418153749738994
89,-0.09270617181716549
90,0.1080423601147734
91,0.16319190484993762
92,0.06817193254644731
93,0.0014012201931330138
94,-9.31856668268056e-05
95,0.01762640018838761
96,0.02257170106385581
97,0.029861265993854504
98,-0.012905012100173096
99,0.10999963088016854
100,0.04642306641625376
101,-0.042046710769663334
102,0.05117188916657269
103,0.06449176491815817
104,-0.01154429504642688
105,-0.027187113403255674
106,-0.001456534765863683
107,0.02463586779406749
108,-0.005130097888661107
109,0.04858336849708098
110,0.012269742516020999
111,-0.04789083978057477
112,0.021009034321498612
113,0.009680922603713109
114,0.04603628928925712
115,0.023684810747861072
116,-0.03280877514366209
117,0.049708200624386537
118,0.026489665205941697
119,0.014985010196097298
120,0.011736702483003222
121,0.031159086637156535
122,-0.03664259901572182
