weight_index,fold0
0,0.0725350011360067
1,-0.02473061390514842
2,0.02999760619292668
3,0.14608867440235743
4,-0.0902545082226344
5,-0.0521055365139562
6,0.03766343148284269
7,-0.005206219279601134
8,-0.05772534922388235
9,-0.03813545777706034
10,0.06609803123733232
11,-0.02511363128943358
12,0.04306039035052272
13,0.01661602666731164
14,-0.02057970046985786
15,0.02280348734880056
16,-0.07301084684872688
17,0.05706833500722348
18,0.024424013142425212
19,-0.06400017883469622
20,0.013564627822035451
21,-0.011522415605530256
22,-0.04124265508875568
23,-0.025106423021892674
24,-0.022222683935996655
25,0.025164796944849757
26,0.05112504675507335
27,0.014471364681986074
28,-0.0011398371059866597
29,-0.06635842940492309
30,-0.047023804775550807
31,0.04082694606075719
32,0.009982694472203393
33,-0.001548583302265197
34,0.057464046037346866
35,-0.024883375069986086
36,-0.010841962187766849
37,0.018939049274590395
38,0.011895074178740571
39,0.08518186878169239
40,0.0729358997232135
41,-0.0033419246418024957
42,0.02072837709885867
43,0.02412485212963948
44,-0.05108065280505442
45,-0.09358949673418696
46,-0.04227430157836343
47,-0.02146892547160386
48,0.0036208806377733362
49,-0.07815352658498635
50,7.001922650236924e-05
51,0.1428911487070355
52,-0.048801620242737986
53,0.023423877284345026
54,-0.01021124932435403
55,-0.018589147358230643
56,0.00941091741336485
57,-0.001608560389324374
58,0.005446577540739335
59,0.02857790925997885
60,0.028375678877964557
61,0.028752000877815605
62,-0.05446162286345538
63,-0.03229448870577292
64,-0.025945181710769212
65,0.07249179893643877
66,-0.017620276734519234
67,0.026276166091725946
68,-0.041921776004442315
69,0.06394604876173872
70,0.06747247041521928
71,-0.0005990480036409157
72,0.11739365161809569
73,-0.05080588900258103
74,0.012031415511847774
75,0.05729901028740825
76,-0.039940413119955546
77,0.010811931742228133
78,0.037836622648318524
79,-0.0025712206247050086
80,-0.02762606613140633
81,0.007391204486983876
82,0.015761537442137964
83,-0.1063675006457679
84,0.01782554577268549
85,0.03685066201125914
86,0.06175926160196345
87,0.05713651769705661
88,-0.014456539725249224
89,-0.0801510059890217
90,0.07149772982085542
91,0.12250882082425611
92,0.04194589139847357
93,-0.002509952594050575
94,0.004761114030833888
95,0.02211026123494813
96,0.017241188726581678
97,-0.004384614470087239
98,-0.002099776062981953
99,0.07135297045739758
100,0.015193476414239324
101,-0.01516195403238759
102,0.036838502465623195
103,0.05340461059408987
104,-0.001751056291109936
105,-0.018051365452687138
106,0.008550771184121994
107,0.030966570527969205
108,-0.0042919790264797555
109,0.03179571578259721
110,0.01892161527065466
111,-0.019838907155295248
112,0.02099849618109404
113,0.00640313386688397
114,0.03500626567119349
115,0.023548786378383778
116,-0.018334074743675682
117,0.0372086284481224
118,0.0002614107457664804
119,0.027934375576631122
120,0.014028307380051482
121,0.030051191471243046
122,-0.007937174318326362
