weight_index,fold1,fold2,fold3,fold4,fold5
0,0.7311554132848985,1.4821775859916186,0.12209071236432581,1.8070924354956752,1.6261254826649019
1,0.2278130876765836,0.6064127741882336,-0.05569816424468231,0.35949350480291176,-0.2157902557441419
2,-0.020156046087122615,-0.018989408028772446,0.01805803011647529,-0.028308119808801484,-0.05001724876989685
3,0.21828078289452382,0.15676621139631597,0.19428890426691386,0.22716209057234066,0.13417522390460762
4,-0.05428183453567687,-0.05683055700540098,-0.03645966583722998,0.03474031902948115,-0.16298720814936074
5,-0.012345461373030315,-0.01205564207513072,-0.009805806660432995,-0.030050757029175916,-0.0818816273874661
6,0.059613599835069385,0.0743532393773234,0.019565294687979972,0.09492079907973458,0.02613319836573738
7,0.12341404640729871,0.05248591835582308,0.11963882406635878,0.12460716820166198,0.11725038834264366
8,-0.2930545769537845,-0.20538611100710089,-0.25959320100899075,-0.2356124529613076,-0.20705766474779153
9,-0.05863314167074812,-0.07684494642881524,-0.15535209646282494,-0.16268979943877926,-0.22643852827537672
10,0.13161400461776127,0.002394724314733849,0.026860982413105132,0.05964344147123386,0.059769128032071496
11,-0.052506662441030715,-0.7083435743680556,-0.16499799910133345,-0.3627484849100311,-0.04459659473456443
12,0.04073619398246841,0.05594009385204555,0.04361822442662932,0.05251369906371087,0.04137537387093816
13,-0.149583741360484,-0.25603491884026747,-0.12291514257736724,-0.20140827799829894,-0.2826499689616924
14,-0.19214769356854916,-0.18758779288721283,-0.19733449573822975,-0.2145128271133103,-0.1631024693003916
15,0.055592742724293744,0.05240759163193577,0.045302797056144956,0.04322130159838678,0.04229110791084147
16,-0.15045928753714619,-0.1754937256438832,-0.21917308038208685,-0.20028716689165335,-0.15107933744367322
17,0.01998251370394684,0.14074104658663641,0.11717500842216579,0.06828717294449603,0.0991814102144508
18,0.03359631473001301,-0.047558770954356226,0.03297985962432589,0.034322741838151316,-0.013490516521803327
19,-0.08786957431114745,-0.0681761598480946,-0.09769769520524386,-0.09949979002269023,-0.12756588233331545
20,0.2536538948293054,0.4022636319980435,0.2155503354751233,0.2855959571522008,0.3834363005501308
21,0.374350632311989,0.005844966948743836,0.11661336411641134,0.010865896048834188,0.17923128567401597
22,-0.6033220128680993,-0.2513363284843979,-0.3638074517058007,-0.2614860135357308,-0.4926968707761612
23,-0.052075289705343544,-0.017556874254196254,-0.03837962919497472,-0.026525220567514947,-0.046131987817107506
24,-0.04894690709202721,-0.04834790251635276,-0.02660320055677713,-0.023015518194164815,-0.030813218933770235
25,0.020391593033894238,0.020634487960055098,0.03710845280512097,0.007152295242308585,0.0176613306305074
26,0.03409308512894997,0.04600736281668618,0.028123593425997247,0.052103761710157556,0.060290356797511456
27,0.03193957847441222,0.039061075790385515,0.024397631692349205,0.04083506918761792,0.021981316740403347
28,0.07620882509697177,0.03451132591903077,0.1521642633427131,0.00822170664273179,0.1429841330729308
29,-0.1353703629408157,-0.14957958548652472,-0.20507086958352053,-0.17351792010537276,-0.19947603646093362
30,-0.18120222941410752,-0.09507408446798954,-0.08358495782892798,-0.11585326599617146,-0.11879113696118979
31,0.20535667623999565,0.045108900403346315,-0.005555178922510308,0.09508574319485624,0.08399169339119142
32,0.06098873398561406,-0.025465111707862805,0.06087151373889814,0.13129775553683684,0.07787228967804014
33,0.0006967011793376359,-0.018540478818905352,0.01901859431870049,0.013266125380538587,0.019393211883249297
34,0.3106692782937313,0.24301904823661943,0.2902573045593571,0.2199765964648415,0.2044333169352044
35,-0.08606505657968881,-0.047229849217008416,-0.06848379543341075,-0.06878826069012516,-0.03658305706984937
36,-0.06029416372585841,0.00864421332780704,-0.001522876994255073,-0.019054837087639106,-0.033094650564062876
37,0.0888327326958617,0.045225501736704664,0.09571653385662947,0.07867566885324408,0.007085240167208327
38,0.20834351551112193,0.12413261657530089,0.12048887020553678,0.025801672655748654,0.07629164587730287
39,0.5853779092075806,0.25734231155901893,0.3736806718431886,0.37789083178824023,0.5570835359314025
40,0.2259965297170836,0.20764311703234242,0.23707954966990658,0.23593080841751204,0.2427558934467304
41,0.23585946832779991,-0.055996947298364415,0.06358439016287633,0.05731315883978075,0.36480697392910477
42,-0.741925823651169,-0.12092249928827652,-0.44407123919878394,-0.4135239355899097,-0.8699157940938984
43,-0.08332995715529268,-0.1271307785387724,-0.08982161696069772,-0.06837590460636091,-0.12362250278239843
44,0.13974367972345217,-0.01429203424398231,0.06610399330366305,-0.16490287881004398,0.14911223530267137
45,-0.38905634573030057,-0.21346118013145984,-0.44101605738653343,-0.17852675623352385,-0.4731691461945091
46,-0.0337072172173422,-0.09519567167543566,-0.02755255075368487,0.028667039367841984,-0.031822528694231376
47,-0.019925281241491274,0.0126137030387435,0.0315764747196337,-0.04560213344580939,-0.005919682240552187
48,0.0347767280264343,0.07256489683038998,0.06521899515626742,0.06818391495964916,0.06723595804703258
49,-0.17764234117579664,-0.19703935676495526,-0.20140460503204902,-0.1606494028580849,-0.19022232459623534
50,-0.11449879003626307,-0.0902445358880051,-0.1619747068388364,-0.05413649970304484,-0.10942654673531296
51,0.13757463223543603,0.1577236520705515,0.09867497697570768,0.10415813286379273,0.09477876838851766
52,-0.2949309370441439,-0.10156338916573392,-0.078842851851694,-0.2778808002410342,-0.16371140750950244
53,0.005236264421100541,0.029645012187876456,0.02267631556647528,0.030558418794417237,0.033287004680397456
54,0.007963772730961358,-0.005900066496048975,0.05603112804737818,0.022182083800642148,0.041763282354559214
55,-0.08143481112519414,-0.0193397472320181,-0.08178117995543918,-0.10349259604443398,-0.09761546252151261
56,0.032063701865261744,0.04703346995785696,0.046545831630094604,0.058339442769978586,0.05428235372161857
57,-0.10117529091502198,-0.042463652867311436,-0.06548615806865167,-0.03026549768993833,0.008389419671698766
58,0.05382741456387349,-0.17249069938157544,-0.10765596834292714,-0.24212986176492526,-0.2709545283285134
59,0.34245308073536235,0.37745769348197367,0.3735475792460988,0.47688073126635366,0.5053338799880908
60,-0.22540531053569873,-0.21733519888411482,-0.28204979683545234,-0.1289437794188531,-0.24696873604189631
61,-0.04808643361423607,0.022620803568518862,-0.08328971334675299,-0.02502404079833349,-0.052458677957599745
62,-0.2391710353123857,-0.1388419644631357,-0.1428618100880483,-0.20806467504038687,-0.1748928326279543
63,-0.026304197012959177,-0.13565773355340435,0.10140676732673289,0.011553091450281123,-0.05234328708497982
64,-0.13662286149337588,0.0171836831455941,-0.2908252960500213,-0.19052448157309854,-0.0987172040048662
65,0.4095000331146892,0.668704452504773,0.49679020708107213,0.8321150150886639,0.7370873663538762
66,0.06272873847656148,-0.1760065240441176,-0.07259060350187183,-0.2301749283424788,-0.11068786533243456
67,-0.17706097902390924,-0.27477470565797907,-0.21114031566821062,-0.27350814507809396,-0.29348536332226266
68,-0.6383438671391932,-0.552546405449732,-0.5674089486839,-0.5266501781091355,-0.8801377653455522
69,0.1985827566297545,0.2423246074360917,0.25528013900421037,0.18017540041061497,0.15739947372776084
70,0.1276048242479155,0.04406909822127724,0.11248073643728704,0.10952059804148186,0.10880175862111423
71,0.052491987325214054,0.022946296101564744,0.030064395149880623,0.02426949179195648,0.018628329625215156
72,0.008307362558577891,0.18210364907836546,0.19234751098888495,0.13722668507064678,0.23235078422109082
73,-0.06648277264937444,-0.03930208813805859,-0.040008792129733746,-0.07241343665888586,-0.023287461402059752
74,0.5380629247656222,0.4209618675153588,0.46476176810687797,0.3645583839152496,0.7384041992949095
75,0.04121162781759592,0.0731827762019893,0.036972938561478964,0.052693093993804535,0.047919723417460335
76,-0.08765439533514177,-0.05040384144683283,-0.08362377241696668,-0.08122660131056489,-0.08130858087613416
77,-0.0318147482462457,-0.01977971642100081,-0.020359425244930045,-0.006769443535782542,-0.020203853302634966
78,0.016829575805310536,0.009671959863934517,0.012924442935091957,-0.01087735447250354,0.02266764786314653
79,-0.02046742491389268,-0.006642282464772435,-0.015489463973931012,-0.027101958855621246,-0.0071976987543042985
80,-0.3993385727656285,-0.20248071806390439,-0.2696443215298968,-0.26046011120713897,-0.3898896673841509
81,0.37126708368242717,0.053668300857848676,0.20877500104477273,0.12911207250913076,0.32917872743966353
82,-0.07438812723271541,0.05089795958902692,0.00867800527279041,0.09358764027151396,0.003312584263914125
83,-0.2478946750258211,-0.20162119159151298,-0.23205364566524503,-0.23132775517669618,-0.21325454339668007
